land,aar,financial_allocation,humanitarian_allocation,military_allocation,total_allocation,financial_commitment,humanitarian_commitment,military_commitment,total_commitment,per_capita_eur,andel_bnp_pct
Netherlands,2024,0.0,0.1945,2.5151623723695304,2.70966237236953,0.0,0.404,4.0,4.403999999999999,150.59130415089297,0.31641774826936087
Netherlands,2025,0.0,0.3030248776857286,2.534350725,2.8373756026857277,0.0,0.452,2.283,2.7350000000000003,157.68905260352443,0.33133131579457226
Netherlands,2026,0.0,0.05500000000000001,0.0,0.05500000000000001,0.0,0.05500000000000001,0.0,0.05500000000000001,3.056661897347846,0.006422562579114385
New Zealand,2022,0.0,0.012325924208854219,0.016820901829861318,0.02914682603871554,0.0,0.004156051865724731,0.016820901829861318,0.02097695369558605,5.512402087700338,0.013795558471789445
New Zealand,2023,0.0,0.013787321140379415,0.00042234146106011735,0.014209662601439531,0.0,0.0046488052966980236,0.00042234146106011735,0.005071146757758141,2.687406638570124,0.0067256115990870875
New Zealand,2024,0.001702836168240213,0.006922249730617632,0.007025551468035427,0.01565063736689327,0.001702836168240213,0.006922249730617632,0.007025551468035427,0.01565063736689327,2.959931416906529,0.007407643035607308
New Zealand,2025,0.0016360096633637447,0.003662173238233089,0.01159302696474831,0.016891209866345142,0.0016360096633637447,0.003662173238233089,0.01159302696474831,0.016891209866345142,3.194555057464802,0.007994821565164843
New Zealand,2026,0.001524169518133807,0.0025402825302230114,0.0,0.004064452048356818,0.001524169518133807,0.0025402825302230114,0.0,0.004064452048356818,0.7686906947246938,0.0019237561515072553
Norway,2022,0.3233103666770591,0.23087522067525323,0.45605205542677035,1.0102376427790827,0.3233103666770591,0.23087522067525323,0.4976565642694811,1.0518421516217935,181.29703174932243,0.24780404282099042
Norway,2023,0.475834907355023,0.24760759564825252,0.3112866958670075,1.0347291988702831,2.3275039977868945,1.1781771737255036,5.632280297472777,9.137961468985177,185.69228117800333,0.25381164574269593
Norway,2024,0.4105325561916561,0.5630447739919998,1.2202480381522756,2.1938253683359306,1.868844406963036,0.255520044127906,2.3932590818137136,4.517623532904656,393.7034323543258,0.5381296167319457
Norway,2025,0.6557998308344677,0.39268773882450697,3.62873096754657,4.677218537205545,0.5124403190745848,0.0,9.504225926852513,10.016666245927098,839.3726403874509,1.1472881365699306
Norway,2026,0.16914821189196502,0.345742709473185,0.574174513718354,1.089065435083504,0.0,0.0,0.0,0.0,195.44345053137218,0.2671399344889676
Poland,2022,0.8879993382110212,0.463074514659812,1.834312118703103,3.1853859715739365,0.8879993382110212,0.38191202147496894,1.813040030092114,3.082951389778104,87.12945295033778,0.5544945239938065
Poland,2023,0.025,0.02748102865461963,1.4892468730273818,1.5417279016820014,0.025,0.02266446300420464,0.5659756602878437,0.6136401232920484,42.17068508198739,0.2683755396049306
