land,aar,maaned,kategori,maal,sum_eur,sum_nok
Estonia,2022,8,Humanitarian,Allocation,1900000.0,18867950.0
Estonia,2022,8,Military,Allocation,52685145.83691898,517805418.8289908
Estonia,2022,9,Humanitarian,Allocation,2007397.9153949595,20761006.56719432
Estonia,2022,10,Military,Allocation,5000000.0,52249000.0
Estonia,2022,12,Military,Allocation,0.0,0.0
Estonia,2023,1,Military,Allocation,226000000.0,2428596000.0
Estonia,2023,2,Military,Allocation,67626646.72043943,739632635.1814461
Estonia,2023,3,Military,Allocation,494300.0,5659092.41
Estonia,2023,4,Military,Allocation,9269000.0,107557476.0
Estonia,2023,6,Humanitarian,Allocation,1718785.0,19910889.947499998
Estonia,2023,6,Military,Allocation,5572462.254021899,64634989.68440001
Estonia,2023,7,Humanitarian,Allocation,101939.0,1186264.1430000002
Estonia,2023,8,Humanitarian,Allocation,2600000.0,29367000.0
Estonia,2023,9,Humanitarian,Allocation,235500.0,2664918.0
Estonia,2023,10,Humanitarian,Allocation,570000.0,6679360.0
Estonia,2023,12,Humanitarian,Allocation,850000.0,9622675.0
Estonia,2023,12,Military,Allocation,80000000.0,921440000.0
Estonia,2024,1,Financial,Commitment,0.0,0.0
Estonia,2024,1,Humanitarian,Allocation,2030776.0,22930507.204
Estonia,2024,1,Humanitarian,Commitment,0.0,0.0
Estonia,2024,1,Military,Commitment,0.0,0.0
Estonia,2024,3,Military,Allocation,20000000.0,230860000.0
Estonia,2024,4,Financial,Allocation,10000000.0,116125000.0
Estonia,2024,4,Humanitarian,Allocation,1970000.0,23245015.0
Estonia,2024,5,Humanitarian,Allocation,4633173.0,54163133.609
Estonia,2024,5,Military,Allocation,2000000.0,22766000.0
Estonia,2024,6,Humanitarian,Allocation,825266.5648969412,9469220.006237373
Estonia,2024,6,Military,Allocation,0.0,0.0
Estonia,2024,8,Humanitarian,Allocation,563012.8617894235,6629194.941139567
Estonia,2024,9,Humanitarian,Allocation,3524600.0,41383853.3
Estonia,2024,12,Humanitarian,Allocation,391248.2404866993,4559606.994631994
Estonia,2024,12,Military,Allocation,5000000.0,58270000.0
Estonia,2025,1,Humanitarian,Allocation,965000.0,11353172.5
Estonia,2025,2,Military,Allocation,41500000.0,482603500.0
Estonia,2025,3,Humanitarian,Allocation,2160000.0,24501960.0
Estonia,2025,3,Military,Allocation,100000000.0,1135850000.0
Estonia,2025,4,Humanitarian,Allocation,315000.0,3786457.5
Estonia,2025,5,Humanitarian,Allocation,3509000.0,41007836.0
Estonia,2025,6,Humanitarian,Allocation,1095000.0,12800196.0
Estonia,2025,6,Military,Allocation,7000000.0,80104500.0
Estonia,2025,8,Humanitarian,Allocation,2790000.0,33081035.0
Estonia,2025,9,Humanitarian,Allocation,0.0,0.0
Estonia,2025,9,Military,Allocation,10000000.0,117105000.0
Estonia,2025,10,Humanitarian,Allocation,1380000.0,16084354.0
Estonia,2025,11,Military,Allocation,3500000.0,41468000.0
Estonia,2025,12,Humanitarian,Allocation,2000000.0,23698000.0
Estonia,2026,1,Humanitarian,Allocation,408102.0,4647669.627
Estonia,2026,2,Humanitarian,Allocation,200000.0,2251500.0
Estonia,2026,2,Military,Allocation,11000000.0,123832500.0
European Investment Bank,2022,3,Financial,Allocation,670500000.0,6594895650.000001
European Investment Bank,2022,7,Financial,Allocation,1590000000.0,16011935999.999998
European Investment Bank,2023,7,Financial,Allocation,0.0,0.0
European Investment Bank,2023,12,Financial,Allocation,100000000.0,1136550000.0
European Investment Bank,2024,6,Financial,Allocation,110400000.0,1268606400.0
European Investment Bank,2024,7,Financial,Allocation,646000000.0,7698059000.0
European Investment Bank,2024,9,Financial,Allocation,50000000.0,580600000.0
European Investment Bank,2025,5,Financial,Allocation,511000.0,5945485.0
European Investment Bank,2025,6,Financial,Allocation,420000.0,4816140.0
European Peace Facility,2022,2,Military,Commitment,0.0,0.0
European Peace Facility,2022,3,Military,Commitment,0.0,0.0
European Peace Facility,2022,4,Military,Commitment,0.0,0.0
European Peace Facility,2022,5,Military,Commitment,0.0,0.0
European Peace Facility,2022,7,Military,Commitment,0.0,0.0
European Peace Facility,2022,10,Military,Commitment,0.0,0.0
European Peace Facility,2023,1,Military,Commitment,0.0,0.0
European Peace Facility,2023,4,Military,Commitment,0.0,0.0
European Peace Facility,2023,5,Military,Commitment,0.0,0.0
Finland,2022,2,Humanitarian,Allocation,2000000.0,20245000.0
Finland,2022,2,Military,Allocation,29300000.0,292285080.0
Finland,2022,3,Financial,Allocation,5800000.0,56796500.0
Finland,2022,3,Humanitarian,Allocation,3319279.8181789494,32209961.2426806
Finland,2022,4,Financial,Allocation,46500000.0,460303499.99999994
Finland,2022,4,Humanitarian,Allocation,1173889.3537527488,11215984.524898326
Finland,2022,5,Humanitarian,Allocation,9200000.0,93646800.0
Finland,2022,5,Military,Allocation,0.0,0.0
Finland,2022,6,Military,Allocation,54750000.0,555685125.0
Finland,2022,7,Financial,Allocation,6000000.0,59734800.0
Finland,2022,9,Financial,Allocation,15000000.0,150052500.0
Finland,2022,9,Humanitarian,Allocation,50000000.0,500175000.0
Finland,2022,9,Military,Allocation,8250000.0,82607250.0
Finland,2022,10,Humanitarian,Allocation,1574041.127404417,16659336.484222868
Finland,2022,10,Military,Allocation,30000000.0,310260000.0
Finland,2022,11,Military,Allocation,55600000.0,583688800.0
Finland,2022,12,Humanitarian,Allocation,11977160.906617498,125472308.01415466
Finland,2022,12,Military,Allocation,28800000.0,299874240.0
Finland,2023,1,Military,Allocation,400000000.0,4285400000.0
Finland,2023,2,Financial,Allocation,5500000.0,60232150.0
Finland,2023,2,Military,Allocation,160000000.0,1752720000.0
Finland,2023,3,Financial,Allocation,14000000.0,158060000.0
Finland,2023,3,Humanitarian,Allocation,29000000.0,327410000.0
Finland,2023,3,Military,Allocation,161000000.0,1816724000.0
Finland,2023,4,Military,Allocation,78000000.0,908738999.9999999
Finland,2023,5,Military,Allocation,109000000.0,1282875500.0
Finland,2023,7,Military,Allocation,105000000.0,1221885000.0
Finland,2023,8,Military,Allocation,94000000.0,1082692000.0
Finland,2023,9,Humanitarian,Allocation,0.0,0.0
Finland,2023,10,Financial,Allocation,62000000.0,711933600.0
Finland,2023,10,Humanitarian,Allocation,3408269.3565600584,40212466.003373854
Finland,2023,10,Military,Allocation,95000000.0,1092053500.0
Finland,2023,11,Humanitarian,Allocation,1000000.0,11734500.0
Finland,2023,11,Military,Allocation,100000000.0,1181100000.0
Finland,2023,12,Humanitarian,Allocation,3000000.0,33811500.0
Finland,2023,12,Military,Allocation,106000000.0,1199390000.0
Finland,2024,1,Humanitarian,Allocation,4000000.0,45734000.0
Finland,2024,2,Humanitarian,Allocation,9203803.448777841,104264031.90053333
Finland,2024,2,Military,Allocation,190000000.0,2165810000.0
Finland,2024,3,Humanitarian,Allocation,0.0,0.0
Finland,2024,4,Humanitarian,Allocation,0.0,0.0
Finland,2024,4,Military,Allocation,228100000.0,2658730250.0
Finland,2024,5,Humanitarian,Allocation,0.0,0.0
Finland,2024,6,Humanitarian,Allocation,5550000.0,63256975.0
Finland,2024,6,Military,Allocation,159000000.0,1812043500.0
Finland,2024,9,Military,Allocation,118000000.0,1398241000.0
Finland,2024,10,Humanitarian,Allocation,0.0,0.0
Finland,2024,11,Humanitarian,Allocation,80500000.0,944870250.0
Finland,2024,12,Humanitarian,Commitment,0.0,0.0
Finland,2024,12,Military,Allocation,25000000.0,291500000.0
Finland,2025,1,Military,Allocation,198000000.0,2323985400.0
Finland,2025,2,Financial,Allocation,3000000.0,34906500.0
Finland,2025,2,Military,Commitment,0.0,0.0
Finland,2025,3,Humanitarian,Allocation,16000000.0,186728000.0
Finland,2025,3,Military,Allocation,200000000.0,2319500000.0
Finland,2025,4,Financial,Allocation,1600000.0,19127200.0
Finland,2025,4,Humanitarian,Commitment,0.0,0.0
Finland,2025,6,Humanitarian,Allocation,1037000.0,12272376.5
Finland,2025,6,Military,Allocation,143000000.0,1667880500.0000002
Finland,2025,7,Humanitarian,Commitment,0.0,0.0
Finland,2025,8,Humanitarian,Allocation,2000000.0,23768000.0
Finland,2025,10,Humanitarian,Allocation,11000000.0,128312800.0
Finland,2025,10,Military,Allocation,152000000.0,1782173600.0
Finland,2025,11,Humanitarian,Allocation,3000000.0,34981500.0
Finland,2025,12,Humanitarian,Allocation,432793.03571210714,5100249.529349326
Finland,2026,1,Military,Allocation,98000000.0,1148589400.0
Finland,2026,2,Humanitarian,Allocation,22000000.0,247733000.0
Finland,2026,2,Military,Allocation,43000000.0,493382000.0
France,2022,2,Financial,Allocation,500000000.0,5007840000.0
France,2022,3,Humanitarian,Allocation,119427883.1736612,1170943161.7548416
France,2022,4,Humanitarian,Allocation,10426355.834906306,99775385.58835551
France,2022,4,Military,Allocation,100000000.0,962550000.0000001
France,2022,5,Humanitarian,Allocation,10058825.825967766,102453456.05078226
France,2022,6,Humanitarian,Allocation,1103451.8708700445,11533830.68026914
France,2022,6,Military,Allocation,104567441.76011252,1082116171.0545244
France,2022,7,Humanitarian,Allocation,0.0,0.0
France,2022,9,Humanitarian,Allocation,9000000.0,94118400.0
France,2022,10,Military,Commitment,0.0,0.0
France,2022,11,Financial,Allocation,100000000.0,1036400000.0000001
France,2022,11,Humanitarian,Allocation,1968942.433653555,20159607.78969202
France,2022,11,Military,Allocation,46957477.44268883,492396108.4640351
France,2022,12,Financial,Allocation,99400000.0,1040509260.0
France,2022,12,Humanitarian,Allocation,165900000.0,1736624610.0
France,2022,12,Military,Allocation,145151371.2938584,1531698508.0851557
France,2023,1,Humanitarian,Allocation,4000000.0,42714000.0
France,2023,1,Military,Allocation,50412959.53198997,541334359.4545083
France,2023,2,Military,Allocation,18750834.308592547,203575933.00495842
France,2023,3,Military,Allocation,13040376.227490922,147669220.4001072
France,2023,5,Humanitarian,Allocation,2000000.0,23097000.0
France,2023,5,Military,Allocation,49956030.47619047,578640701.0057142
France,2023,6,Humanitarian,Allocation,40000000.0,469880000.0
France,2023,7,Financial,Allocation,100000000.0,1124800000.0
France,2023,7,Military,Allocation,77481364.73445553,887316588.9389846
France,2023,9,Military,Allocation,7985541.094669282,91769838.2599394
France,2024,1,Humanitarian,Allocation,12000000.0,134886000.0
France,2024,1,Military,Allocation,104746991.20309967,1195005637.2569592
France,2024,2,Military,Commitment,0.0,0.0
France,2024,3,Military,Allocation,2000000.0,22886000.0
France,2024,6,Humanitarian,Allocation,204000000.0,2343170000.0
France,2024,6,Military,Allocation,269832826.4708616,3103077504.4149084
France,2024,10,Military,Allocation,300000000.0,3543450000.0
France,2024,11,Military,Allocation,8955665.157033235,105439523.72633079
France,2024,12,Humanitarian,Allocation,5700000.0,66781199.99999999
France,2025,3,Military,Allocation,2195000000.0,25010005000.0
France,2025,5,Military,Allocation,0.0,0.0
France,2025,6,Humanitarian,Allocation,200000000.0,2303700000.0
France,2025,10,Military,Allocation,0.0,0.0
France,2025,11,Humanitarian,Commitment,0.0,0.0
France,2026,2,Humanitarian,Allocation,74332400.0,836950693.8
France,2026,2,Military,Allocation,265003621.7161634,2982218256.982845
Germany,2022,3,Financial,Allocation,150000000.0,1423845000.0
Germany,2022,4,Humanitarian,Allocation,440000000.0,4183519999.9999995
Germany,2022,4,Military,Allocation,0.0,0.0
Germany,2022,4,Military,Commitment,0.0,0.0
Germany,2022,5,Financial,Allocation,1257000000.0,12890336400.0
Germany,2022,5,Humanitarian,Allocation,125000000.0,1230787500.0
Germany,2022,6,Military,Allocation,1038118100.158015,10721998367.04588
Germany,2022,7,Humanitarian,Allocation,406000000.0,4180094800.0
Germany,2022,7,Military,Allocation,190728599.56458178,1952942435.150196
Germany,2022,8,Humanitarian,Allocation,34600000.0,341832690.0
Germany,2022,8,Military,Allocation,95139131.98657247,939747014.8043238
Germany,2022,9,Humanitarian,Allocation,14700000.0,148478700.0
Germany,2022,9,Military,Allocation,699898252.8974679,7300959384.1653
Germany,2022,10,Humanitarian,Allocation,800000.0,8467040.0
Germany,2022,10,Military,Allocation,120147916.48415469,1246887534.6859393
Germany,2022,11,Humanitarian,Allocation,46748000.0,489863698.0
Germany,2022,11,Military,Allocation,193890081.45151234,1977658830.1834002
Germany,2022,12,Humanitarian,Allocation,182130000.0,1892672817.0
Germany,2022,12,Military,Allocation,220427618.8209458,2317813707.844867
Germany,2022,12,Military,Commitment,0.0,0.0
Germany,2023,1,Humanitarian,Allocation,52000000.0,557102000.0
Germany,2023,1,Military,Allocation,609441993.523444,6528704924.741122
Germany,2023,2,Humanitarian,Allocation,105000000.0,1148542500.0
Germany,2023,2,Military,Allocation,82792104.63569047,906473747.9234431
Germany,2023,2,Military,Commitment,0.0,0.0
Germany,2023,3,Humanitarian,Allocation,25000000.0,283450000.0
Germany,2023,3,Military,Allocation,76738733.12783775,855299723.1175447
Germany,2023,4,Humanitarian,Allocation,298020000.0,3458385960.0
Germany,2023,4,Military,Allocation,50760369.02973575,590661646.8878324
Germany,2023,4,Military,Commitment,0.0,0.0
Germany,2023,5,Military,Allocation,1733932882.3812234,20446729035.81187
Germany,2023,5,Military,Commitment,0.0,0.0
Germany,2023,6,Military,Allocation,64915097.05338459,767627315.8166195
Germany,2023,7,Humanitarian,Allocation,356466000.0,4082248632.0
Germany,2023,7,Military,Allocation,147643369.86319065,1664442042.0163612
Germany,2023,8,Military,Allocation,607716612.4167274,6911393225.091983
Germany,2023,9,Humanitarian,Allocation,44830000.0,512088260.0
Germany,2023,9,Military,Allocation,11907485.339632735,136961016.31649938
Germany,2023,10,Military,Allocation,169495755.39384446,1990256858.7799153
Germany,2023,11,Military,Allocation,39976065.93769145,473505244.9965138
Germany,2023,12,Humanitarian,Allocation,529780000.0,6236598500.0
Germany,2023,12,Military,Allocation,627876339.669476,7264989258.8197565
Germany,2023,12,Military,Commitment,0.0,0.0
Germany,2024,1,Military,Allocation,929064039.5005422,10488580970.74109
Germany,2024,2,Humanitarian,Allocation,100000000.0,1138900000.0
Germany,2024,2,Military,Allocation,688917891.8586006,7824449023.61703
Germany,2024,2,Military,Commitment,0.0,0.0
Germany,2024,3,Military,Allocation,76990574.91518493,899442391.4466479
Germany,2024,4,Military,Allocation,431821141.9284184,5085774933.393927
Germany,2024,5,Military,Allocation,14557293.027517622,168646239.72379166
Germany,2024,6,Humanitarian,Allocation,56800000.0,651354000.0
Germany,2024,6,Military,Allocation,59745380.893515505,681246705.6383106
Germany,2024,7,Military,Allocation,138631777.77771413,1588373593.8881595
